"","layer","NUMPOINTS","Lines.NR","Lines.ID","Line.NR","coords.x1","coords.x2"
"1611.2",2.46485,"1",1612,"1611",1,177.578918143064,-38.21019253364
"1611.3",2.46485,"1",1612,"1611",1,177.529123879264,-38.21019253364
"1611.4",2.46485,"1",1612,"1611",1,177.529123879264,-38.160384838398
"1612",2.4991,"1",1613,"1612",1,177.578918143064,-38.160384838398
"1612.1",2.4991,"1",1613,"1612",1,177.628712406865,-38.160384838398
"1612.2",2.4991,"1",1613,"1612",1,177.628712406865,-38.21019253364
"1612.3",2.4991,"1",1613,"1612",1,177.578918143064,-38.21019253364
"1612.4",2.4991,"1",1613,"1612",1,177.578918143064,-38.160384838398
"1613",2.17323,"0",1614,"1613",1,177.628712406865,-38.160384838398
"1613.1",2.17323,"0",1614,"1613",1,177.678506670665,-38.160384838398
"1613.2",2.17323,"0",1614,"1613",1,177.678506670665,-38.21019253364
"1613.3",2.17323,"0",1614,"1613",1,177.628712406865,-38.21019253364
"1613.4",2.17323,"0",1614,"1613",1,177.628712406865,-38.160384838398
"1614",2.37142,"0",1615,"1614",1,177.678506670665,-38.160384838398
"1614.1",2.37142,"0",1615,"1614",1,177.728300934466,-38.160384838398
"1614.2",2.37142,"0",1615,"1614",1,177.728300934466,-38.21019253364
"1614.3",2.37142,"0",1615,"1614",1,177.678506670665,-38.21019253364
"1614.4",2.37142,"0",1615,"1614",1,177.678506670665,-38.160384838398
"1615",2.80853,"0",1616,"1615",1,177.728300934466,-38.160384838398
"1615.1",2.80853,"0",1616,"1615",1,177.778095198266,-38.160384838398
"1615.2",2.80853,"0",1616,"1615",1,177.778095198266,-38.21019253364
"1615.3",2.80853,"0",1616,"1615",1,177.728300934466,-38.21019253364
"1615.4",2.80853,"0",1616,"1615",1,177.728300934466,-38.160384838398
"1616",3.50641,"0",1617,"1616",1,177.778095198266,-38.160384838398
"1616.1",3.50641,"0",1617,"1616",1,177.827889462067,-38.160384838398
"1616.2",3.50641,"0",1617,"1616",1,177.827889462067,-38.21019253364
"1616.3",3.50641,"0",1617,"1616",1,177.778095198266,-38.21019253364
"1616.4",3.50641,"0",1617,"1616",1,177.778095198266,-38.160384838398
"1617",4.00223,"1",1618,"1617",1,177.827889462067,-38.160384838398
"1617.1",4.00223,"1",1618,"1617",1,177.877683725867,-38.160384838398
"1617.2",4.00223,"1",1618,"1617",1,177.877683725867,-38.21019253364
"1617.3",4.00223,"1",1618,"1617",1,177.827889462067,-38.21019253364
"1617.4",4.00223,"1",1618,"1617",1,177.827889462067,-38.160384838398
"1618",4.03609,"0",1619,"1618",1,177.877683725867,-38.160384838398
"1618.1",4.03609,"0",1619,"1618",1,177.927477989668,-38.160384838398
"1618.2",4.03609,"0",1619,"1618",1,177.927477989668,-38.21019253364
"1618.3",4.03609,"0",1619,"1618",1,177.877683725867,-38.21019253364
"1618.4",4.03609,"0",1619,"1618",1,177.877683725867,-38.160384838398
"1619",4.16971,"0",1620,"1619",1,177.927477989668,-38.160384838398
"1619.1",4.16971,"0",1620,"1619",1,177.977272253468,-38.160384838398
"1619.2",4.16971,"0",1620,"1619",1,177.977272253468,-38.21019253364
"1619.3",4.16971,"0",1620,"1619",1,177.927477989668,-38.21019253364
"1619.4",4.16971,"0",1620,"1619",1,177.927477989668,-38.160384838398
"1620",3.75875,"0",1621,"1620",1,177.977272253468,-38.160384838398
"1620.1",3.75875,"0",1621,"1620",1,178.027066517269,-38.160384838398
"1620.2",3.75875,"0",1621,"1620",1,178.027066517269,-38.21019253364
"1620.3",3.75875,"0",1621,"1620",1,177.977272253468,-38.21019253364
"1620.4",3.75875,"0",1621,"1620",1,177.977272253468,-38.160384838398
"1621",3.39945,"0",1622,"1621",1,178.027066517269,-38.160384838398
"1621.1",3.39945,"0",1622,"1621",1,178.076860781069,-38.160384838398
"1621.2",3.39945,"0",1622,"1621",1,178.076860781069,-38.21019253364
"1621.3",3.39945,"0",1622,"1621",1,178.027066517269,-38.21019253364
"1621.4",3.39945,"0",1622,"1621",1,178.027066517269,-38.160384838398
"1622",3.32309,"1",1623,"1622",1,178.076860781069,-38.160384838398
"1622.1",3.32309,"1",1623,"1622",1,178.12665504487,-38.160384838398
"1622.2",3.32309,"1",1623,"1622",1,178.12665504487,-38.21019253364
"1622.3",3.32309,"1",1623,"1622",1,178.076860781069,-38.21019253364
"1622.4",3.32309,"1",1623,"1622",1,178.076860781069,-38.160384838398
"1623",2.77836,"1",1624,"1623",1,178.12665504487,-38.160384838398
"1623.1",2.77836,"1",1624,"1623",1,178.17644930867,-38.160384838398
"1623.2",2.77836,"1",1624,"1623",1,178.17644930867,-38.21019253364
"1623.3",2.77836,"1",1624,"1623",1,178.12665504487,-38.21019253364
"1623.4",2.77836,"1",1624,"1623",1,178.12665504487,-38.160384838398
"1624",2.15884,"0",1625,"1624",1,178.17644930867,-38.160384838398
"1624.1",2.15884,"0",1625,"1624",1,178.226243572471,-38.160384838398
"1624.2",2.15884,"0",1625,"1624",1,178.226243572471,-38.21019253364
"1624.3",2.15884,"0",1625,"1624",1,178.17644930867,-38.21019253364
"1624.4",2.15884,"0",1625,"1624",1,178.17644930867,-38.160384838398
"1625",1.98742,"5",1626,"1625",1,178.226243572471,-38.160384838398
"1625.1",1.98742,"5",1626,"1625",1,178.276037836271,-38.160384838398
"1625.2",1.98742,"5",1626,"1625",1,178.276037836271,-38.21019253364
"1625.3",1.98742,"5",1626,"1625",1,178.226243572471,-38.21019253364
"1625.4",1.98742,"5",1626,"1625",1,178.226243572471,-38.160384838398
"1626",1.82812,"0",1627,"1626",1,178.276037836271,-38.160384838398
"1626.1",1.82812,"0",1627,"1626",1,178.325832100072,-38.160384838398
"1626.2",1.82812,"0",1627,"1626",1,178.325832100072,-38.21019253364
"1626.3",1.82812,"0",1627,"1626",1,178.276037836271,-38.21019253364
"1626.4",1.82812,"0",1627,"1626",1,178.276037836271,-38.160384838398
"1627",1.50588,"0",1628,"1627",1,174.690850842637,-38.21019253364
"1627.1",1.50588,"0",1628,"1627",1,174.740645106437,-38.21019253364
"1627.2",1.50588,"0",1628,"1627",1,174.740645106437,-38.260000228882
"1627.3",1.50588,"0",1628,"1627",1,174.690850842637,-38.260000228882
"1627.4",1.50588,"0",1628,"1627",1,174.690850842637,-38.21019253364
"1628",1.63141,"4",1629,"1628",1,174.740645106437,-38.21019253364
"1628.1",1.63141,"4",1629,"1628",1,174.790439370238,-38.21019253364
"1628.2",1.63141,"4",1629,"1628",1,174.790439370238,-38.260000228882
"1628.3",1.63141,"4",1629,"1628",1,174.740645106437,-38.260000228882
"1628.4",1.63141,"4",1629,"1628",1,174.740645106437,-38.21019253364
"1629",2.0778,"9",1630,"1629",1,174.790439370238,-38.21019253364
"1629.1",2.0778,"9",1630,"1629",1,174.840233634038,-38.21019253364
"1629.2",2.0778,"9",1630,"1629",1,174.840233634038,-38.260000228882
"1629.3",2.0778,"9",1630,"1629",1,174.790439370238,-38.260000228882
"1629.4",2.0778,"9",1630,"1629",1,174.790439370238,-38.21019253364
"1630",2.69414,"5",1631,"1630",1,174.840233634038,-38.21019253364
"1630.1",2.69414,"5",1631,"1630",1,174.890027897839,-38.21019253364
"1630.2",2.69414,"5",1631,"1630",1,174.890027897839,-38.260000228882
"1630.3",2.69414,"5",1631,"1630",1,174.840233634038,-38.260000228882
"1630.4",2.69414,"5",1631,"1630",1,174.840233634038,-38.21019253364
"1631",2.90429,"1",1632,"1631",1,174.890027897839,-38.21019253364
"1631.1",2.90429,"1",1632,"1631",1,174.939822161639,-38.21019253364
"1631.2",2.90429,"1",1632,"1631",1,174.939822161639,-38.260000228882
"1631.3",2.90429,"1",1632,"1631",1,174.890027897839,-38.260000228882
"1631.4",2.90429,"1",1632,"1631",1,174.890027897839,-38.21019253364
"1632",2.94985,"2",1633,"1632",1,174.939822161639,-38.21019253364
"1632.1",2.94985,"2",1633,"1632",1,174.98961642544,-38.21019253364
"1632.2",2.94985,"2",1633,"1632",1,174.98961642544,-38.260000228882
"1632.3",2.94985,"2",1633,"1632",1,174.939822161639,-38.260000228882
"1632.4",2.94985,"2",1633,"1632",1,174.939822161639,-38.21019253364
"1633",2.97288,"12",1634,"1633",1,174.98961642544,-38.21019253364
"1633.1",2.97288,"12",1634,"1633",1,175.03941068924,-38.21019253364
"1633.2",2.97288,"12",1634,"1633",1,175.03941068924,-38.260000228882
"1633.3",2.97288,"12",1634,"1633",1,174.98961642544,-38.260000228882
"1633.4",2.97288,"12",1634,"1633",1,174.98961642544,-38.21019253364
"1634",2.57485,"20",1635,"1634",1,175.03941068924,-38.21019253364
"1634.1",2.57485,"20",1635,"1634",1,175.089204953041,-38.21019253364
"1634.2",2.57485,"20",1635,"1634",1,175.089204953041,-38.260000228882
"1634.3",2.57485,"20",1635,"1634",1,175.03941068924,-38.260000228882
"1634.4",2.57485,"20",1635,"1634",1,175.03941068924,-38.21019253364
"1635",2.14523,"17",1636,"1635",1,175.089204953041,-38.21019253364
"1635.1",2.14523,"17",1636,"1635",1,175.138999216841,-38.21019253364
"1635.2",2.14523,"17",1636,"1635",1,175.138999216841,-38.260000228882
"1635.3",2.14523,"17",1636,"1635",1,175.089204953041,-38.260000228882
"1635.4",2.14523,"17",1636,"1635",1,175.089204953041,-38.21019253364
"1636",2.07369,"71",1637,"1636",1,175.138999216841,-38.21019253364
"1636.1",2.07369,"71",1637,"1636",1,175.188793480642,-38.21019253364
"1636.2",2.07369,"71",1637,"1636",1,175.188793480642,-38.260000228882
"1636.3",2.07369,"71",1637,"1636",1,175.138999216841,-38.260000228882
"1636.4",2.07369,"71",1637,"1636",1,175.138999216841,-38.21019253364
"1637",2.06588,"89",1638,"1637",1,175.188793480642,-38.21019253364
"1637.1",2.06588,"89",1638,"1637",1,175.238587744442,-38.21019253364
"1637.2",2.06588,"89",1638,"1637",1,175.238587744442,-38.260000228882
"1637.3",2.06588,"89",1638,"1637",1,175.188793480642,-38.260000228882
"1637.4",2.06588,"89",1638,"1637",1,175.188793480642,-38.21019253364
"1638",2.09702,"33",1639,"1638",1,175.238587744442,-38.21019253364
"1638.1",2.09702,"33",1639,"1638",1,175.288382008243,-38.21019253364
"1638.2",2.09702,"33",1639,"1638",1,175.288382008243,-38.260000228882
"1638.3",2.09702,"33",1639,"1638",1,175.238587744442,-38.260000228882
"1638.4",2.09702,"33",1639,"1638",1,175.238587744442,-38.21019253364
"1639",2.15194,"46",1640,"1639",1,175.288382008243,-38.21019253364
"1639.1",2.15194,"46",1640,"1639",1,175.338176272043,-38.21019253364
"1639.2",2.15194,"46",1640,"1639",1,175.338176272043,-38.260000228882
"1639.3",2.15194,"46",1640,"1639",1,175.288382008243,-38.260000228882
"1639.4",2.15194,"46",1640,"1639",1,175.288382008243,-38.21019253364
"1640",2.19049,"35",1641,"1640",1,175.338176272043,-38.21019253364
"1640.1",2.19049,"35",1641,"1640",1,175.387970535843,-38.21019253364
"1640.2",2.19049,"35",1641,"1640",1,175.387970535843,-38.260000228882
"1640.3",2.19049,"35",1641,"1640",1,175.338176272043,-38.260000228882
"1640.4",2.19049,"35",1641,"1640",1,175.338176272043,-38.21019253364
"1641",2.31216,"20",1642,"1641",1,175.387970535843,-38.21019253364
"1641.1",2.31216,"20",1642,"1641",1,175.437764799644,-38.21019253364
"1641.2",2.31216,"20",1642,"1641",1,175.437764799644,-38.260000228882
"1641.3",2.31216,"20",1642,"1641",1,175.387970535843,-38.260000228882
"1641.4",2.31216,"20",1642,"1641",1,175.387970535843,-38.21019253364
"1642",2.32582,"8",1643,"1642",1,175.437764799644,-38.21019253364
"1642.1",2.32582,"8",1643,"1642",1,175.487559063444,-38.21019253364
"1642.2",2.32582,"8",1643,"1642",1,175.487559063444,-38.260000228882
"1642.3",2.32582,"8",1643,"1642",1,175.437764799644,-38.260000228882
"1642.4",2.32582,"8",1643,"1642",1,175.437764799644,-38.21019253364
"1643",2.27088,"2",1644,"1643",1,175.487559063444,-38.21019253364
"1643.1",2.27088,"2",1644,"1643",1,175.537353327245,-38.21019253364
"1643.2",2.27088,"2",1644,"1643",1,175.537353327245,-38.260000228882
"1643.3",2.27088,"2",1644,"1643",1,175.487559063444,-38.260000228882
"1643.4",2.27088,"2",1644,"1643",1,175.487559063444,-38.21019253364
"1644",2.26208,"8",1645,"1644",1,175.537353327245,-38.21019253364
"1644.1",2.26208,"8",1645,"1644",1,175.587147591045,-38.21019253364
"1644.2",2.26208,"8",1645,"1644",1,175.587147591045,-38.260000228882
"1644.3",2.26208,"8",1645,"1644",1,175.537353327245,-38.260000228882
"1644.4",2.26208,"8",1645,"1644",1,175.537353327245,-38.21019253364
"1645",2.23839,"8",1646,"1645",1,175.587147591045,-38.21019253364
"1645.1",2.23839,"8",1646,"1645",1,175.636941854846,-38.21019253364
"1645.2",2.23839,"8",1646,"1645",1,175.636941854846,-38.260000228882
"1645.3",2.23839,"8",1646,"1645",1,175.587147591045,-38.260000228882
"1645.4",2.23839,"8",1646,"1645",1,175.587147591045,-38.21019253364
"1646",2.24051,"2",1647,"1646",1,175.636941854846,-38.21019253364
"1646.1",2.24051,"2",1647,"1646",1,175.686736118646,-38.21019253364
"1646.2",2.24051,"2",1647,"1646",1,175.686736118646,-38.260000228882
"1646.3",2.24051,"2",1647,"1646",1,175.636941854846,-38.260000228882
"1646.4",2.24051,"2",1647,"1646",1,175.636941854846,-38.21019253364
"1647",2.24001,"0",1648,"1647",1,175.686736118646,-38.21019253364
"1647.1",2.24001,"0",1648,"1647",1,175.736530382447,-38.21019253364
"1647.2",2.24001,"0",1648,"1647",1,175.736530382447,-38.260000228882
"1647.3",2.24001,"0",1648,"1647",1,175.686736118646,-38.260000228882
"1647.4",2.24001,"0",1648,"1647",1,175.686736118646,-38.21019253364
"1648",2.24389,"1",1649,"1648",1,175.736530382447,-38.21019253364
"1648.1",2.24389,"1",1649,"1648",1,175.786324646247,-38.21019253364
"1648.2",2.24389,"1",1649,"1648",1,175.786324646247,-38.260000228882
"1648.3",2.24389,"1",1649,"1648",1,175.736530382447,-38.260000228882
"1648.4",2.24389,"1",1649,"1648",1,175.736530382447,-38.21019253364
"1649",2.29534,"31",1650,"1649",1,175.786324646247,-38.21019253364
"1649.1",2.29534,"31",1650,"1649",1,175.836118910048,-38.21019253364
"1649.2",2.29534,"31",1650,"1649",1,175.836118910048,-38.260000228882
"1649.3",2.29534,"31",1650,"1649",1,175.786324646247,-38.260000228882
"1649.4",2.29534,"31",1650,"1649",1,175.786324646247,-38.21019253364
"1650",2.3964,"4408",1651,"1650",1,175.836118910048,-38.21019253364
"1650.1",2.3964,"4408",1651,"1650",1,175.885913173848,-38.21019253364
"1650.2",2.3964,"4408",1651,"1650",1,175.885913173848,-38.260000228882
"1650.3",2.3964,"4408",1651,"1650",1,175.836118910048,-38.260000228882
"1650.4",2.3964,"4408",1651,"1650",1,175.836118910048,-38.21019253364
"1651",2.41419,"53",1652,"1651",1,175.885913173848,-38.21019253364
"1651.1",2.41419,"53",1652,"1651",1,175.935707437649,-38.21019253364
"1651.2",2.41419,"53",1652,"1651",1,175.935707437649,-38.260000228882
"1651.3",2.41419,"53",1652,"1651",1,175.885913173848,-38.260000228882
"1651.4",2.41419,"53",1652,"1651",1,175.885913173848,-38.21019253364
"1652",2.45264,"0",1653,"1652",1,175.935707437649,-38.21019253364
"1652.1",2.45264,"0",1653,"1652",1,175.985501701449,-38.21019253364
"1652.2",2.45264,"0",1653,"1652",1,175.985501701449,-38.260000228882
"1652.3",2.45264,"0",1653,"1652",1,175.935707437649,-38.260000228882
"1652.4",2.45264,"0",1653,"1652",1,175.935707437649,-38.21019253364
"1653",2.48483,"7",1654,"1653",1,175.985501701449,-38.21019253364
"1653.1",2.48483,"7",1654,"1653",1,176.03529596525,-38.21019253364
"1653.2",2.48483,"7",1654,"1653",1,176.03529596525,-38.260000228882
"1653.3",2.48483,"7",1654,"1653",1,175.985501701449,-38.260000228882
"1653.4",2.48483,"7",1654,"1653",1,175.985501701449,-38.21019253364
"1654",2.50406,"1",1655,"1654",1,176.03529596525,-38.21019253364
"1654.1",2.50406,"1",1655,"1654",1,176.08509022905,-38.21019253364
"1654.2",2.50406,"1",1655,"1654",1,176.08509022905,-38.260000228882
"1654.3",2.50406,"1",1655,"1654",1,176.03529596525,-38.260000228882
"1654.4",2.50406,"1",1655,"1654",1,176.03529596525,-38.21019253364
"1655",2.53995,"0",1656,"1655",1,176.08509022905,-38.21019253364
"1655.1",2.53995,"0",1656,"1655",1,176.134884492851,-38.21019253364
"1655.2",2.53995,"0",1656,"1655",1,176.134884492851,-38.260000228882
"1655.3",2.53995,"0",1656,"1655",1,176.08509022905,-38.260000228882
"1655.4",2.53995,"0",1656,"1655",1,176.08509022905,-38.21019253364
"1656",2.35545,"39",1657,"1656",1,176.134884492851,-38.21019253364
"1656.1",2.35545,"39",1657,"1656",1,176.184678756651,-38.21019253364
"1656.2",2.35545,"39",1657,"1656",1,176.184678756651,-38.260000228882
"1656.3",2.35545,"39",1657,"1656",1,176.134884492851,-38.260000228882
"1656.4",2.35545,"39",1657,"1656",1,176.134884492851,-38.21019253364
"1657",2.20337,"22",1658,"1657",1,176.184678756651,-38.21019253364
"1657.1",2.20337,"22",1658,"1657",1,176.234473020452,-38.21019253364
"1657.2",2.20337,"22",1658,"1657",1,176.234473020452,-38.260000228882
"1657.3",2.20337,"22",1658,"1657",1,176.184678756651,-38.260000228882
"1657.4",2.20337,"22",1658,"1657",1,176.184678756651,-38.21019253364
"1658",2.08741,"2",1659,"1658",1,176.234473020452,-38.21019253364
"1658.1",2.08741,"2",1659,"1658",1,176.284267284252,-38.21019253364
"1658.2",2.08741,"2",1659,"1658",1,176.284267284252,-38.260000228882
"1658.3",2.08741,"2",1659,"1658",1,176.234473020452,-38.260000228882
"1658.4",2.08741,"2",1659,"1658",1,176.234473020452,-38.21019253364
"1659",1.98461,"3",1660,"1659",1,176.284267284252,-38.21019253364
"1659.1",1.98461,"3",1660,"1659",1,176.334061548053,-38.21019253364
"1659.2",1.98461,"3",1660,"1659",1,176.334061548053,-38.260000228882
"1659.3",1.98461,"3",1660,"1659",1,176.284267284252,-38.260000228882
"1659.4",1.98461,"3",1660,"1659",1,176.284267284252,-38.21019253364
"1660",2.02793,"2",1661,"1660",1,176.334061548052,-38.21019253364
"1660.1",2.02793,"2",1661,"1660",1,176.383855811853,-38.21019253364
"1660.2",2.02793,"2",1661,"1660",1,176.383855811853,-38.260000228882
"1660.3",2.02793,"2",1661,"1660",1,176.334061548052,-38.260000228882
"1660.4",2.02793,"2",1661,"1660",1,176.334061548052,-38.21019253364
"1661",2.35156,"0",1662,"1661",1,176.383855811853,-38.21019253364
"1661.1",2.35156,"0",1662,"1661",1,176.433650075653,-38.21019253364
"1661.2",2.35156,"0",1662,"1661",1,176.433650075653,-38.260000228882
"1661.3",2.35156,"0",1662,"1661",1,176.383855811853,-38.260000228882
"1661.4",2.35156,"0",1662,"1661",1,176.383855811853,-38.21019253364
"1662",2.54472,"0",1663,"1662",1,176.433650075653,-38.21019253364
"1662.1",2.54472,"0",1663,"1662",1,176.483444339454,-38.21019253364
"1662.2",2.54472,"0",1663,"1662",1,176.483444339454,-38.260000228882
"1662.3",2.54472,"0",1663,"1662",1,176.433650075653,-38.260000228882
"1662.4",2.54472,"0",1663,"1662",1,176.433650075653,-38.21019253364
"1663",2.79709,"0",1664,"1663",1,176.483444339454,-38.21019253364
"1663.1",2.79709,"0",1664,"1663",1,176.533238603254,-38.21019253364
"1663.2",2.79709,"0",1664,"1663",1,176.533238603254,-38.260000228882
"1663.3",2.79709,"0",1664,"1663",1,176.483444339454,-38.260000228882
"1663.4",2.79709,"0",1664,"1663",1,176.483444339454,-38.21019253364
"1664",2.82791,"0",1665,"1664",1,176.533238603254,-38.21019253364
"1664.1",2.82791,"0",1665,"1664",1,176.583032867055,-38.21019253364
"1664.2",2.82791,"0",1665,"1664",1,176.583032867055,-38.260000228882
"1664.3",2.82791,"0",1665,"1664",1,176.533238603254,-38.260000228882
"1664.4",2.82791,"0",1665,"1664",1,176.533238603254,-38.21019253364
"1665",2.60627,"0",1666,"1665",1,176.583032867055,-38.21019253364
"1665.1",2.60627,"0",1666,"1665",1,176.632827130855,-38.21019253364
"1665.2",2.60627,"0",1666,"1665",1,176.632827130855,-38.260000228882
"1665.3",2.60627,"0",1666,"1665",1,176.583032867055,-38.260000228882
"1665.4",2.60627,"0",1666,"1665",1,176.583032867055,-38.21019253364
"1666",2.26646,"0",1667,"1666",1,176.632827130855,-38.21019253364
"1666.1",2.26646,"0",1667,"1666",1,176.682621394656,-38.21019253364
"1666.2",2.26646,"0",1667,"1666",1,176.682621394656,-38.260000228882
"1666.3",2.26646,"0",1667,"1666",1,176.632827130855,-38.260000228882
"1666.4",2.26646,"0",1667,"1666",1,176.632827130855,-38.21019253364
"1667",2.00969,"0",1668,"1667",1,176.682621394656,-38.21019253364
"1667.1",2.00969,"0",1668,"1667",1,176.732415658456,-38.21019253364
"1667.2",2.00969,"0",1668,"1667",1,176.732415658456,-38.260000228882
"1667.3",2.00969,"0",1668,"1667",1,176.682621394656,-38.260000228882
"1667.4",2.00969,"0",1668,"1667",1,176.682621394656,-38.21019253364
"1668",1.8928,"0",1669,"1668",1,176.732415658456,-38.21019253364
"1668.1",1.8928,"0",1669,"1668",1,176.782209922257,-38.21019253364
"1668.2",1.8928,"0",1669,"1668",1,176.782209922257,-38.260000228882
"1668.3",1.8928,"0",1669,"1668",1,176.732415658456,-38.260000228882
"1668.4",1.8928,"0",1669,"1668",1,176.732415658456,-38.21019253364
